;link;eng_name;rus_name;year;duration;country;genre;director_name;rating
216;https://www.kinopoisk.ru/film/977288/;Busanhaeng;Поезд в Пусан;2016;118;Корея Южная;ужасы;Ён Сан-хо;7.1
217;https://www.kinopoisk.ru/film/4294078/;See How They Run;Смотрите, как они бегут;2022;202;США;комедия;Том Джордж;
218;https://www.kinopoisk.ru/film/367/;Requiem for a Dream;Реквием по мечте;2000;102;США;драма;Даррен Аронофски;8.0
219;https://www.kinopoisk.ru/film/4923664/;Spirit Halloween;Ночь в магазине ужастиков;2022;202;США;фэнтези;Дэвид Поаг;
220;https://www.kinopoisk.ru/film/5932/;Scary Movie;Очень страшное кино;2000;200;США;комедия;Кинен Айвори Уайанс;
221;https://www.kinopoisk.ru/film/81733/;Pride & Prejudice;Гордость и предубеждение;2005;129;Великобритания;драма;Джо Райт;8.0
222;https://www.kinopoisk.ru/film/4996/;Dead Poets Society;Общество мертвых поэтов;1989;128;США;драма;Питер Уир;8.2
223;https://www.kinopoisk.ru/film/808639/;;Дурак;2014;116;Россия;драма;Юрий Быков;8.1
224;https://www.kinopoisk.ru/film/104938/;The Pursuit of Happyness;В погоне за счастьем;2006;117;США;драма;Габриэле Муччино;8.3
225;https://www.kinopoisk.ru/film/823616/;Finch;Финч;2021;115;США;фантастика;Мигель Сапочник;7.2
226;https://www.kinopoisk.ru/film/273302/;The Mist;Мгла;2007;126;США;ужасы;Фрэнк Дарабонт;7.6
227;https://www.kinopoisk.ru/film/1115176/;;Кощей. Похититель невест;2022;202;Россия;мультфильм;Роман Артемьев;7.8
228;https://www.kinopoisk.ru/film/1291197/;;Артек. Большое путешествие;2021;105;Россия;комедия;Карен Захаров;
229;https://www.kinopoisk.ru/film/77673/;The Skeleton Key;Ключ от всех дверей;2005;104;США;ужасы;Иэн Софтли;7.4
230;https://www.kinopoisk.ru/film/494/;The Others;Другие;2001;101;Испания;ужасы;Алехандро Аменабар;7.9
231;https://www.kinopoisk.ru/film/775276/;Zootopia;Зверополис;2016;108;США;мультфильм;Байрон Ховард;8.3
232;https://www.kinopoisk.ru/film/966036/;Hidden Figures;Скрытые фигуры;2016;127;США;драма;Тед Мелфи;7.9
233;https://www.kinopoisk.ru/film/8124/;Home Alone;Один дома;1990;103;США;комедия;Крис Коламбус;8.3
234;https://www.kinopoisk.ru/film/5130899/;Don't Look Deeper;Сбой сознания;2022;119;США;фантастика;Кэтрин Хардвик;
235;https://www.kinopoisk.ru/film/1101569/;Boss Level;День курка;2019;100;США;фантастика;Джо Карнахан;7.1
236;https://www.kinopoisk.ru/film/395/;The Sixth Sense;Шестое чувство;1999;107;США;детектив;М. Найт Шьямалан;8.2
237;https://www.kinopoisk.ru/film/538225/;Ready Player One;Первому игроку приготовиться;2018;140;США;фантастика;Стивен Спилберг;7.5
238;https://www.kinopoisk.ru/film/952158/;;Five Nights at Freddy's;2023;202;США;ужасы;Эмма Тамми;
239;https://www.kinopoisk.ru/film/1348487/;Triangle of Sadness;Треугольник печали;2022;147;Швеция;драма;Рубен Эстлунд;7.9
240;https://www.kinopoisk.ru/film/86326/;Lucky Number Slevin;Счастливое число Слевина;2005;110;США;триллер;Пол Макгиган;8.1
241;https://www.kinopoisk.ru/film/1209476/;The Green Knight;Легенда о Зелёном Рыцаре;2020;130;США;фэнтези;Дэвид Лоури;
242;https://www.kinopoisk.ru/film/840372/;Shazam!;Шазам!;2019;132;США;фэнтези;Дэвид Ф. Сандберг;
243;https://www.kinopoisk.ru/film/779602/;Who Am I - Kein System ist sicher;Кто я;2014;102;Германия;фантастика;Баран бо Одар;7.4
244;https://www.kinopoisk.ru/film/1367950/;Corsage;Корсаж;2022;113;Австрия;драма;Мари Кройцер;7.1
245;https://www.kinopoisk.ru/film/819101/;The Hateful Eight;Омерзительная восьмерка;2015;187;США;вестерн;Квентин Тарантино;8.0
246;https://www.kinopoisk.ru/film/5059/;Meet Joe Black;Знакомьтесь, Джо Блэк;1998;178;США;мелодрама;Мартин Брест;8.0
247;https://www.kinopoisk.ru/film/276295/;In Bruges;Залечь на дно в Брюгге;2007;107;Великобритания;комедия;Мартин МакДона;7.8
248;https://www.kinopoisk.ru/film/1266428/;Enola Holmes;Энола Холмс;2020;123;Великобритания;приключения;Гарри Брэдбир;
249;https://www.kinopoisk.ru/film/732625/;;Ампир V;2022;114;Россия;фэнтези;Виктор Гинзбург;
250;https://www.kinopoisk.ru/film/1289738/;The Last Duel;Последняя дуэль;2021;152;Великобритания;история;Ридли Скотт;7.4
251;https://www.kinopoisk.ru/film/1297211/;Bisangseoneon;Чрезвычайная ситуация;2021;140;Корея Южная;триллер;Хан Джэ-рим;
252;https://www.kinopoisk.ru/film/462682/;The Wolf of Wall Street;Волк с Уолл-стрит;2013;180;США;драма;Мартин Скорсезе;7.9
253;https://www.kinopoisk.ru/film/453397/;It;Оно;2017;135;США;ужасы;Андрес Мускетти;7.3
254;https://www.kinopoisk.ru/film/1272246/;;Последний богатырь: Посланник Тьмы;2021;108;Россия;приключения;Дмитрий Дьяченко;
255;https://www.kinopoisk.ru/film/1243552/;Hotel Transylvania: Transformania;Монстры на каникулах: Трансформания;2022;202;США;мультфильм;Дерек Драймон;
256;https://www.kinopoisk.ru/film/804662/;Cruella;Круэлла;2021;134;США;комедия;Крэйг Гиллеспи;7.6
257;https://www.kinopoisk.ru/film/526/;Snatch;Большой куш;2000;104;Великобритания;криминал;Гай Ричи;8.5
258;https://www.kinopoisk.ru/film/1356700/;Dziewczyny z Dubaju;Эскортницы;2021;146;Польша;драма;Мария Садовска;
259;https://www.kinopoisk.ru/film/1043758/;Gisaengchung;Паразиты;2019;131;Корея Южная;драма;Пон Джун-хо;8.0
260;https://www.kinopoisk.ru/film/1447137/;Nope;Нет;2022;130;США;фантастика;Джордан Пил;
261;https://www.kinopoisk.ru/film/1309596/;Nobody;Никто;2021;202;США;боевик;Илья Найшуллер;7.4
262;https://www.kinopoisk.ru/film/797840/;Fantastic Beasts and Where to Find Them;Фантастические твари и где они обитают;2016;132;Великобритания;фэнтези;Дэвид Йейтс;7.6
263;https://www.kinopoisk.ru/film/683999/;The Grand Budapest Hotel;Отель «Гранд Будапешт»;2014;100;США;комедия;Уэс Андерсон;7.9
264;https://www.kinopoisk.ru/film/468994/;The Conjuring;Заклятие;2013;112;США;ужасы;Джеймс Ван;7.4
265;https://www.kinopoisk.ru/film/4441760/;Novembre;Шрамы Парижа;2022;100;Франция;триллер;Седрик Жименес;
266;https://www.kinopoisk.ru/film/4374/;Pirates of the Caribbean: The Curse of the Black Pearl;Пираты Карибского моря: Проклятие Черной жемчужины;2003;143;США;фэнтези;Гор Вербински;8.4
267;https://www.kinopoisk.ru/film/958722/;Kimi no na wa.;Твоё имя;2016;110;Япония;аниме;Макото Синкай;8.4
268;https://www.kinopoisk.ru/film/1368311/;Boîte noire;Черный ящик;2020;129;Франция;детектив;Ян Гозлан;7.6
269;https://www.kinopoisk.ru/film/1236063/;Tenet;Довод;2020;150;Великобритания;фантастика;Кристофер Нолан;7.5
270;https://www.kinopoisk.ru/film/1109271/;;Майор Гром: Чумной Доктор;2021;136;Россия;боевик;Олег Трофим;7.1
271;https://www.kinopoisk.ru/film/271908/;Hellraiser;Восставший из ада;2022;121;США;ужасы;Дэвид Брукнер;
272;https://www.kinopoisk.ru/film/161094/;The Invasion;Вторжение;2007;200;США;фантастика;Оливер Хиршбигель;
273;https://www.kinopoisk.ru/film/1108577/;Green Book;Зеленая книга;2018;130;США;биография;Питер Фаррелли;8.4
274;https://www.kinopoisk.ru/film/1449368/;House of Gucci;Дом Gucci;2021;158;США;биография;Ридли Скотт;7.1
275;https://www.kinopoisk.ru/film/1421591/;;Небо;2021;126;Россия;военный;Игорь Копылов;7.2
276;https://www.kinopoisk.ru/film/9691/;Inglourious Basterds;Бесславные ублюдки;2009;153;Германия;боевик;Квентин Тарантино;8.0
277;https://www.kinopoisk.ru/film/843649/;Avengers: Infinity War;Мстители: Война бесконечности;2018;149;США;фантастика;Энтони Руссо;8.0
278;https://www.kinopoisk.ru/film/1311146/;The Bad Guys;Плохие парни;2022;100;США;мультфильм;Пьер Перифел;7.2
279;https://www.kinopoisk.ru/film/1199100/;Free Guy;Главный герой;2021;115;США;фантастика;Шон Леви;7.4
280;https://www.kinopoisk.ru/film/1178137/;Midsommar;Солнцестояние;2019;148;США;ужасы;Ари Астер;
281;https://www.kinopoisk.ru/film/1227967/;Venom: Let There Be Carnage;Веном 2;2021;202;США;фантастика;Энди Серкис;
282;https://www.kinopoisk.ru/film/683919/;American Sniper;Снайпер;2014;132;США;боевик;Клинт Иствуд;7.0
283;https://www.kinopoisk.ru/film/32898/;Knockin' on Heaven's Door;Достучаться до небес;1997;199;Германия;драма;Томас Ян;8.6
284;https://www.kinopoisk.ru/film/988816/;Moonfall;Падение Луны;2022;130;США;фантастика;Роланд Эммерих;
285;https://www.kinopoisk.ru/film/470553/;The Help;Прислуга;2011;146;США;драма;Тейт Тейлор;8.2
286;https://www.kinopoisk.ru/film/1346594/;Amsterdam;Амстердам;2022;134;Япония;комедия;Дэвид О. Расселл;
287;https://www.kinopoisk.ru/film/395787/;Seven Pounds;Семь жизней;2008;118;США;драма;Габриэле Муччино;8.2
288;https://www.kinopoisk.ru/film/276598/;Drive;Драйв;2011;100;США;криминал;Николас Виндинг Рефн;7.3
289;https://www.kinopoisk.ru/film/1405926/;;Пара из будущего;2021;104;Россия;комедия;Алексей Нужный;
290;https://www.kinopoisk.ru/film/749540/;Kingsman: The Secret Service;Kingsman: Секретная служба;2015;130;Великобритания;боевик;Мэттью Вон;7.7
291;https://www.kinopoisk.ru/film/326/;The Shawshank Redemption;Побег из Шоушенка;1994;142;США;драма;Фрэнк Дарабонт;9.1
292;https://www.kinopoisk.ru/film/104992/;The Devil Wears Prada;Дьявол носит Prada;2006;109;США;драма;Дэвид Фрэнкел;7.7
293;https://www.kinopoisk.ru/film/342/;Pulp Fiction;Криминальное чтиво;1994;154;США;криминал;Квентин Тарантино;8.6
294;https://www.kinopoisk.ru/film/370/;Sen to Chihiro no kamikakushi;Унесённые призраками;2001;125;Япония;аниме;Хаяо Миядзаки;8.5
295;https://www.kinopoisk.ru/film/4497446/;;Одна;2021;202;Россия;драма;Дмитрий Суворов;
296;https://www.kinopoisk.ru/film/5293/;The Addams Family;Семейка Аддамс;1991;102;США;фэнтези;Барри Зонненфельд;7.7
297;https://www.kinopoisk.ru/film/1047883/;Once Upon a Time in...  Hollywood;Однажды в… Голливуде;2019;161;США;драма;Квентин Тарантино;7.6
298;https://www.kinopoisk.ru/film/4370148/;;Чебурашка;2022;202;Россия;семейный;Дмитрий Дьяченко;
299;https://www.kinopoisk.ru/film/111543/;The Dark Knight;Темный рыцарь;2008;152;США;фантастика;Кристофер Нолан;8.5
300;https://www.kinopoisk.ru/film/3797/;The Devil's Advocate;Адвокат дьявола;1997;144;США;триллер;Тейлор Хэкфорд;8.2
301;https://www.kinopoisk.ru/film/4541453/;The Invitation;Приглашение;2022;105;США;ужасы;Джессика Томпсон;
302;https://www.kinopoisk.ru/film/1395369/;Ladybug & Cat Noir: Awakening;Леди Баг и Супер-Кот: Пробуждение;2022;105;США;мультфильм;Джереми Заг;
303;https://www.kinopoisk.ru/film/1189960/;DC League of Super-Pets;Суперпитомцы;2022;105;США;мультфильм;Джаред Штерн;
304;https://www.kinopoisk.ru/film/280174/;Hotel Transylvania;Монстры на каникулах;2012;201;США;мультфильм;Генндий Тартаковский;7.7
305;https://www.kinopoisk.ru/film/1238506/;Nomadland;Земля кочевников;2020;110;США;драма;Хлоя Чжао;7.2
306;https://www.kinopoisk.ru/film/635772/;The Imitation Game;Игра в имитацию;2014;114;Великобритания;биография;Мортен Тильдум;7.6
307;https://www.kinopoisk.ru/film/1402927/;;Капитан Волконогов бежал;2021;126;Россия;триллер;Наташа Меркулова;7.8
308;https://www.kinopoisk.ru/film/4539537/;Neukdaesanyang;Корабль в Пусан;2022;121;Корея Южная;боевик;Ким Хон-сон;
309;https://www.kinopoisk.ru/film/505841/;The Addams Family;Семейка Аддамс;2019;201;США;мультфильм;Грег Тирнан;
310;https://www.kinopoisk.ru/film/4633045/;Purple Hearts;Пурпурные сердца;2022;122;США;драма;Элизабет Аллен;7.2
311;https://www.kinopoisk.ru/film/4559710/;;По-мужски;2022;106;Россия;триллер;Максим Кулагин;
312;https://www.kinopoisk.ru/film/1451292/;;Дополнительный урок;2022;202;Россия;драма;Анна Курбатова;
313;https://www.kinopoisk.ru/film/782792/;Spy;Шпион;2015;119;США;боевик;Пол Фиг;7.1
314;https://www.kinopoisk.ru/film/959365/;Contratiempo;Невидимый гость;2016;106;Испания;триллер;Ориол Паоло;7.8
315;https://www.kinopoisk.ru/film/474/;Gladiator;Гладиатор;2000;155;США;история;Ридли Скотт;8.6
316;https://www.kinopoisk.ru/film/4450194/;Enola Holmes 2;Энола Холмс 2;2022;129;Великобритания;приключения;Гарри Брэдбир;
317;https://www.kinopoisk.ru/film/1274271/;;Родные;2021;202;Россия;комедия;Илья Аксенов;7.1
318;https://www.kinopoisk.ru/film/195563/;1408;1408;2007;104;США;ужасы;Микаэль Хофстрём;7.7
319;https://www.kinopoisk.ru/film/1294123/;The Matrix Resurrections;Матрица: Воскрешение;2021;148;США;фантастика;Лана Вачовски;
320;https://www.kinopoisk.ru/film/938643/;mother!;мама!;2017;121;США;ужасы;Даррен Аронофски;7.1
321;https://www.kinopoisk.ru/film/1438923/;Day Shift;Дневная смена;2022;113;США;ужасы;Дж.Дж. Перри;
322;https://www.kinopoisk.ru/film/409600/;Doctor Strange;Доктор Стрэндж;2016;115;США;фантастика;Скотт Дерриксон;7.5
323;https://www.kinopoisk.ru/film/4958668/;;Триггер. Фильм;2023;202;Россия;драма;Александра Ремизова;
324;https://www.kinopoisk.ru/film/1263705/;Druk;Еще по одной;2020;110;Дания;драма;Томас Винтерберг;7.5
325;https://www.kinopoisk.ru/film/539/;Good Will Hunting;Умница Уилл Хантинг;1997;126;США;драма;Гас Ван Сент;8.1
326;https://www.kinopoisk.ru/film/1345717/;;Непосредственно Каха!;2020;110;Россия;комедия;Виктор Шамиров;
327;https://www.kinopoisk.ru/film/507440/;Project X;Проект X: Дорвались;2012;201;США;комедия;Нима Нуризаде;7.0
328;https://www.kinopoisk.ru/film/688832/;Fifty Shades of Grey;Пятьдесят оттенков серого;2015;120;США;мелодрама;Сэм Тейлор-Джонсон;
329;https://www.kinopoisk.ru/film/722951/;Wonder;Чудо;2017;113;США;драма;Стивен Чбоски;8.1
330;https://www.kinopoisk.ru/film/485261/;Tucker and Dale vs Evil;Убойные каникулы;2010;201;Канада;ужасы;Илай Крэйг;7.6
331;https://www.kinopoisk.ru/film/1406473/;After We Fell;После. Глава 3;2021;202;США;драма;Кастиль Лэндон;
332;https://www.kinopoisk.ru/film/1445170/;;Три кота и море приключений;2022;202;Россия;мультфильм;Дмитрий Высоцкий;8.5
333;https://www.kinopoisk.ru/film/681849/;La migliore offerta;Лучшее предложение;2012;131;Италия;триллер;Джузеппе Торнаторе;8.0
334;https://www.kinopoisk.ru/film/1183582/;;Холоп;2019;109;Россия;комедия;Клим Шипенко;
335;https://www.kinopoisk.ru/film/61237/;Iron Man;Железный человек;2008;121;США;фантастика;Джон Фавро;7.9
336;https://www.kinopoisk.ru/film/232785/;Mr. Nobody;Господин Никто;2009;138;Бельгия;фантастика;Жако ван Дормель;7.9
337;https://www.kinopoisk.ru/film/472369/;Halloween;Хэллоуин;2018;106;США;ужасы;Дэвид Гордон Грин;
338;https://www.kinopoisk.ru/film/1044906/;A Quiet Place;Тихое место;2018;201;США;ужасы;Джон Красински;
339;https://www.kinopoisk.ru/film/1236583/;Last Night in Soho;Прошлой ночью в Сохо;2021;116;Великобритания;драма;Эдгар Райт;
340;https://www.kinopoisk.ru/film/432791/;Moneyball;Человек, который изменил всё;2011;126;США;биография;Беннетт Миллер;7.7
341;https://www.kinopoisk.ru/film/749370/;Annihilation;Аннигиляция;2017;115;США;ужасы;Алекс Гарленд;
342;https://www.kinopoisk.ru/film/957887/;Klaus;Клаус;2019;201;Испания;мультфильм;Серхио Паблос;8.6
343;https://www.kinopoisk.ru/film/4540126/;Dune: Part Two;Дюна 2;2023;202;США;фантастика;Дени Вильнёв;
344;https://www.kinopoisk.ru/film/126196/;Das Leben der Anderen;Жизнь других;2006;137;Германия;триллер;Флориан Хенкель фон Доннерсмарк;8.1
345;https://www.kinopoisk.ru/film/4290071/;;Непослушник;2022;115;Россия;комедия;Владимир Котт;
346;https://www.kinopoisk.ru/film/4766095/;One Piece Film: Red;Ван-Пис: Красный;2022;115;Япония;аниме;Горо Танигути;
347;https://www.kinopoisk.ru/film/1249218/;;Однажды в пустыне;2022;121;Россия;военный;Андрей Кравчук;
348;https://www.kinopoisk.ru/film/48356/;Harry Potter and the Order of the Phoenix;Гарри Поттер и Орден Феникса;2007;138;Великобритания;фэнтези;Дэвид Йейтс;7.8
349;https://www.kinopoisk.ru/film/89515/;Harry Potter and the Half-Blood Prince;Гарри Поттер и Принц-полукровка;2009;153;Великобритания;фэнтези;Дэвид Йейтс;7.8
350;https://www.kinopoisk.ru/film/920265/;Spider-Man: Into the Spider-Verse;Человек-паук: Через вселенные;2018;117;США;мультфильм;Боб Персичетти;8.1
351;https://www.kinopoisk.ru/film/586584/;Seven Psychopaths;Семь психопатов;2012;110;Великобритания;комедия;Мартин МакДона;7.3
352;https://www.kinopoisk.ru/film/689066/;Guardians of the Galaxy;Стражи Галактики;2014;121;США;фантастика;Джеймс Ганн;7.8
353;https://www.kinopoisk.ru/film/843479/;Fantastic Beasts: The Crimes of Grindelwald;Фантастические твари: Преступления Грин-де-Вальда;2018;134;Великобритания;фэнтези;Дэвид Йейтс;
354;https://www.kinopoisk.ru/film/807318/;Me Before You;До встречи с тобой;2016;106;Великобритания;драма;Теа Шэррок;7.3
355;https://www.kinopoisk.ru/film/1283945/;The Tomorrow War;Война будущего;2021;138;США;фантастика;Крис МакКей;
356;https://www.kinopoisk.ru/film/573759/;;Остров сокровищ;1988;107;СССР;мультфильм;Давид Черкасский;8.3
357;https://www.kinopoisk.ru/film/229301/;All Quiet on the Western Front;На Западном фронте без перемен;1979;123;Великобритания;драма;Делберт Манн;7.7
358;https://www.kinopoisk.ru/film/427198/;The Social Network;Социальная сеть;2010;120;США;драма;Дэвид Финчер;7.7
359;https://www.kinopoisk.ru/film/963343/;Koe no katachi;Форма голоса;2016;130;Япония;аниме;Наоко Ямада;8.2
360;https://www.kinopoisk.ru/film/675216/;The Babadook;Бабадук;2014;201;Австралия;ужасы;Дженнифер Кент;
361;https://www.kinopoisk.ru/film/1112632/;;Аманат;2022;120;Россия;биография;Антон Сиверс;7.6
362;https://www.kinopoisk.ru/film/1282261/;They Live in the Grey;Экстрасенс. Дело Софи;2021;123;США;ужасы;Абель Ван;
363;https://www.kinopoisk.ru/film/1163031/;Summit Fever;Вершина страха;2022;115;Великобритания;драма;Джулиан Джилби;
364;https://www.kinopoisk.ru/film/4541647/;Raymond & Ray;Рэймонд и Рэй;2022;105;США;драма;Родриго Гарсия;
365;https://www.kinopoisk.ru/film/462606/;Limitless;Области тьмы;2011;105;США;триллер;Нил Бёргер;8.0
366;https://www.kinopoisk.ru/film/1261945/;Marry Me;Первый встречный;2022;112;Япония;мелодрама;Кэт Койро;
367;https://www.kinopoisk.ru/film/4541530/;Dead for a Dollar;Умереть за доллар;2022;107;Канада;триллер;Уолтер Хилл;
368;https://www.kinopoisk.ru/film/4476408/;Vortex;Вихрь;2021;142;Франция;драма;Гаспар Ноэ;7.4
369;https://www.kinopoisk.ru/film/522/;Lock, Stock and Two Smoking Barrels;Карты, деньги, два ствола;1998;107;Великобритания;боевик;Гай Ричи;8.6
370;https://www.kinopoisk.ru/film/1257264/;The Menu;Меню;2022;106;США;триллер;Марк Майлод;
371;https://www.kinopoisk.ru/film/3498/;The Lord of the Rings: The Return of the King;Властелин колец: Возвращение короля;2003;201;Новая Зеландия;фэнтези;Питер Джексон;8.7
372;https://www.kinopoisk.ru/film/6034/;The Secret Life of Walter Mitty;Невероятная жизнь Уолтера Митти;2013;114;США;комедия;Бен Стиллер;7.7
373;https://www.kinopoisk.ru/film/929348/;Gifted;Одаренная;2017;101;США;драма;Марк Уэбб;7.9
374;https://www.kinopoisk.ru/film/355/;The Pianist;Пианист;2002;149;Франция;драма;Роман Полански;8.5
375;https://www.kinopoisk.ru/film/1238476/;Infinite;Бесконечность;2021;106;США;фантастика;Антуан Фукуа;
376;https://www.kinopoisk.ru/film/4656312/;Mr. Harrigan's Phone;Телефон мистера Харригана;2022;104;США;драма;Джон Ли Хэнкок;
377;https://www.kinopoisk.ru/film/409295/;Source Code;Исходный код;2011;201;США;фантастика;Дункан Джонс;7.8
378;https://www.kinopoisk.ru/film/835086/;Ford v Ferrari;Ford против Ferrari;2019;152;США;биография;Джеймс Мэнголд;8.2
379;https://www.kinopoisk.ru/film/321842/;The Proposal;Предложение;2009;108;США;мелодрама;Энн Флетчер;7.6
380;https://www.kinopoisk.ru/film/47382/;The Jacket;Пиджак;2004;102;США;триллер;Джон Мэйбери;7.8
381;https://www.kinopoisk.ru/film/461939/;The Lincoln Lawyer;Линкольн для адвоката;2011;114;США;криминал;Брэд Фурман;7.8
382;https://www.kinopoisk.ru/film/1015471/;Raya and the Last Dragon;Райя и последний дракон;2021;107;США;мультфильм;Дон Холл;8.1
383;https://www.kinopoisk.ru/film/468581/;The Hunger Games;Голодные игры;2012;142;США;фантастика;Гэри Росс;7.3
384;https://www.kinopoisk.ru/film/1243567/;Escape Room: Tournament of Champions;Клаустрофобы 2: Лига выживших;2021;202;США;ужасы;Адам Робител;
385;https://www.kinopoisk.ru/film/102151/;Hancock;Хэнкок;2008;200;США;фантастика;Питер Берг;7.4
386;https://www.kinopoisk.ru/film/838/;Spider-Man;Человек-паук;2002;121;США;фантастика;Сэм Рэйми;7.7
387;https://www.kinopoisk.ru/film/455194/;Prisoners;Пленницы;2013;153;США;триллер;Дени Вильнёв;7.8
388;https://www.kinopoisk.ru/film/4473238/;Cruella 2;Круэлла 2;2025;202;США;драма;Крэйг Гиллеспи;
389;https://www.kinopoisk.ru/film/1400126/;Vesper;Эра выживания;2022;114;Франция;фантастика;Кристина Буожите;
390;https://www.kinopoisk.ru/film/4510739/;Last Seen Alive;Пропавшая;2022;202;США;боевик;Брайан Гудман;
391;https://www.kinopoisk.ru/film/7226/;Dogville;Догвилль;2003;178;Дания;триллер;Ларс фон Триер;8.0
392;https://www.kinopoisk.ru/film/4397114/;Men;Род мужской;2022;100;Великобритания;ужасы;Алекс Гарленд;
393;https://www.kinopoisk.ru/film/471079/;;Хэнкок 2;;;США;;;
394;https://www.kinopoisk.ru/film/102838/;Zodiac;Зодиак;2007;158;США;триллер;Дэвид Финчер;7.3
395;https://www.kinopoisk.ru/film/4511239/;Lyle, Lyle, Crocodile;Мой домашний крокодил;2022;106;США;мюзикл;Джош Гордон;
396;https://www.kinopoisk.ru/film/1211076/;The French Dispatch;Французский вестник. Приложение к газете «Либерти. Канзас ивнинг сан»;2021;107;Германия;драма;Уэс Андерсон;7.5
397;https://www.kinopoisk.ru/film/1219417/;Tenki no ko;Дитя погоды;2019;112;Япония;аниме;Макото Синкай;7.9
398;https://www.kinopoisk.ru/film/5072328/;Carbon;Карбон;2022;103;Молдова;драма;Ion Bors;
399;https://www.kinopoisk.ru/film/4317395/;;Добро пожаловать в семью;2021;120;Беларусь;комедия;Владимир Зинкевич;7.4
400;https://www.kinopoisk.ru/film/386/;Alien;Чужой;1979;116;Великобритания;ужасы;Ридли Скотт;8.1
401;https://www.kinopoisk.ru/film/1183599/;;Огонь;2020;131;Россия;драма;Алексей Нужный;7.7
402;https://www.kinopoisk.ru/film/1219177/;Spider-Man: Across the Spider-Verse;Человек-паук: Через вселенные 2;2023;202;США;мультфильм;Жуакин Душ Сантуш;
403;https://www.kinopoisk.ru/film/738/;The Life of David Gale;Жизнь Дэвида Гейла;2002;130;Великобритания;триллер;Алан Паркер;8.1
404;https://www.kinopoisk.ru/film/4412896/;White Noise;Белый шум;2022;136;США;драма;Ноа Баумбак;
405;https://www.kinopoisk.ru/film/1219149/;Shang-Chi and the Legend of the Ten Rings;Шан-Чи и легенда десяти колец;2021;132;США;фэнтези;Дестин Дэниел Креттон;7.3
406;https://www.kinopoisk.ru/film/259892/;Paprika;Паприка;2006;200;Япония;аниме;Сатоси Кон;7.7
407;https://www.kinopoisk.ru/film/840821/;Puss in Boots: The Last Wish;Кот в сапогах 2: Последнее желание;2022;202;США;мультфильм;Джоэль Кроуфорд;
408;https://www.kinopoisk.ru/film/358/;Taxi Driver;Таксист;1976;114;США;триллер;Мартин Скорсезе;7.8
409;https://www.kinopoisk.ru/film/1272469/;King Richard;Король Ричард;2021;144;США;биография;Рейнальдо Маркус Грин;7.6
410;https://www.kinopoisk.ru/film/1243139/;;Кощей. Начало;2021;202;Россия;мультфильм;Андрей Колпин;7.5
411;https://www.kinopoisk.ru/film/34186/;Elvira: Mistress of the Dark;Эльвира: Повелительница тьмы;1988;198;США;комедия;Джеймс Синьорелли;
412;https://www.kinopoisk.ru/film/708187/;The King's Daughter;Русалка и дочь короля;2021;202;Австралия;фэнтези;Шон МакНамара;
413;https://www.kinopoisk.ru/film/467293/;Filth;Грязь;2013;201;Великобритания;криминал;Джон С. Бейрд;7.6
414;https://www.kinopoisk.ru/film/965754/;Only the Brave;Дело храбрых;2017;134;США;боевик;Джозеф Косински;8.1
415;https://www.kinopoisk.ru/film/1234854/;;Кто-нибудь видел мою девчонку?;2020;100;Россия;драма;Ангелина Никонова;
416;https://www.kinopoisk.ru/film/976642/;;Последний богатырь;2017;114;Россия;комедия;Дмитрий Дьяченко;
417;https://www.kinopoisk.ru/film/420923/;Sherlock Holmes;Шерлок Холмс;2009;128;США;боевик;Гай Ричи;8.1
418;https://www.kinopoisk.ru/film/484878/;127 Hours;127 часов;2010;201;Великобритания;триллер;Дэнни Бойл;7.7
419;https://www.kinopoisk.ru/film/252641/;Watchmen;Хранители;2009;162;США;фантастика;Зак Снайдер;7.7
420;https://www.kinopoisk.ru/film/726838/;Jojo Rabbit;Кролик Джоджо;2019;108;Новая Зеландия;комедия;Тайка Вайтити;7.9
421;https://www.kinopoisk.ru/film/1114927/;The Lighthouse;Маяк;2019;109;Канада;ужасы;Роберт Эггерс;7.1
422;https://www.kinopoisk.ru/film/5167/;The Butterfly Effect;Эффект бабочки;2003;113;США;фантастика;Эрик Бресс;8.2
423;https://www.kinopoisk.ru/film/263447/;Mirrors;Зеркала;2008;110;США;ужасы;Александр Ажа;7.1
424;https://www.kinopoisk.ru/film/1091/;Men in Black;Люди в чёрном;1997;199;США;фантастика;Барри Зонненфельд;8.0
425;https://www.kinopoisk.ru/film/1264721/;The Contractor;Наёмник;2022;103;США;боевик;Тарик Салех;
426;https://www.kinopoisk.ru/film/1262931/;The Power of the Dog;Власть пса;2021;126;Новая Зеландия;драма;Джейн Кэмпион;
427;https://www.kinopoisk.ru/film/6877/;The Terminal;Терминал;2004;124;США;драма;Стивен Спилберг;8.1
428;https://www.kinopoisk.ru/film/1355142/;Memory;Флешбэк;2022;114;США;боевик;Мартин Кэмпбелл;
429;https://www.kinopoisk.ru/film/4533880/;;1941. Крылья над Берлином;2022;100;Россия;военный;Константин Буслов;7.5
430;https://www.kinopoisk.ru/film/255611/;Atonement;Искупление;2007;120;Великобритания;драма;Джо Райт;8.0
431;https://www.kinopoisk.ru/film/568267/;Before I Go to Sleep;Прежде чем я усну;2013;201;Великобритания;триллер;Роуэн Жоффе;
